18:25:37.486189840;18:25:37.486324135;
18:25:37.496658621;18:25:37.496698796;
18:25:37.522175203;18:25:37.522250248;
18:25:37.531577851;18:25:37.531671147;
18:25:37.543552562;18:25:37.543681931;
18:25:37.553432374;18:25:37.553471068;
18:25:37.563938139;18:25:37.564013110;
18:25:37.576659531;18:25:37.576729176;
18:25:37.588555549;18:25:37.588640008;
18:25:37.606559450;18:25:37.606651718;
18:25:37.615665837;18:25:37.615776858;
18:25:37.625887169;18:25:37.625964632;
18:25:37.637019384;18:25:37.637119567;
18:25:37.650613992;18:25:37.650703949;
18:25:37.661748522;18:25:37.661874150;
18:25:37.669499441;18:25:37.669553591;
18:25:37.678116762;18:25:37.678186683;
18:25:37.688370613;18:25:37.688461227;
18:25:37.696644390;18:25:37.696716565;
18:25:37.707228438;18:25:37.707287219;
