15:14:42.164039851;15:14:42.355064588;
15:14:42.355099605;15:14:42.367283806;
15:14:42.367313335;15:14:42.378092008;
15:14:42.378165151;15:14:42.390000708;
15:14:42.390055567;15:14:42.399720242;
15:14:42.399778130;15:14:42.408342784;
15:14:42.408407872;15:14:42.421862665;
15:14:42.421934866;15:14:42.434555057;
15:14:42.434612697;15:14:42.445486183;
15:14:42.445560156;15:14:42.454889240;
15:14:42.455049219;15:14:42.466810637;
15:14:42.467203457;15:14:42.475270127;
15:14:42.475326325;15:14:42.492566376;
15:14:42.492592741;15:14:42.502338872;
15:14:42.502360226;15:14:42.522736528;
15:14:42.522767094;15:14:42.541108198;
15:14:42.541509958;15:14:42.577150508;
15:14:42.577202238;15:14:42.608879771;
15:14:42.608941286;15:14:42.620586184;
15:14:42.621097549;15:14:42.632759747;
