15:15:39.120048918;15:15:39.582256176;
15:15:39.582387089;15:15:40.085735129;
15:15:40.085822626;15:15:40.470841276;
15:15:40.471328840;15:15:40.884432782;
15:15:40.884467435;15:15:41.311600259;
15:15:41.311666700;15:15:41.693933315;
15:15:41.693962350;15:15:42.077981346;
15:15:42.078480979;15:15:42.535121111;
15:15:42.535151298;15:15:43.010876855;
15:15:43.010919211;15:15:43.411769294;
15:15:43.411824804;15:15:43.811592258;
15:15:43.811638510;15:15:44.157452064;
15:15:44.157482576;15:15:44.491761168;
15:15:44.492192722;15:15:44.938618998;
15:15:44.939099391;15:15:45.433943567;
15:15:45.433971930;15:15:45.865619435;
15:15:45.865701288;15:15:46.298778550;
15:15:46.298805620;15:15:46.672293548;
15:15:46.672323155;15:15:47.057951150;
15:15:47.057979542;15:15:47.477664280;
