18:25:28.594637047;18:25:28.594748855;
18:25:28.604094508;18:25:28.604276954;
18:25:28.616416503;18:25:28.616527439;
18:25:28.626420202;18:25:28.626478144;
18:25:28.638981843;18:25:28.639068454;
18:25:28.647897037;18:25:28.647977586;
18:25:28.658839434;18:25:28.658897444;
18:25:28.670493724;18:25:28.670634821;
18:25:28.683167172;18:25:28.683263988;
18:25:28.694322771;18:25:28.694511829;
18:25:28.705071430;18:25:28.705231371;
18:25:28.715418484;18:25:28.715500599;
18:25:28.723932216;18:25:28.724015227;
18:25:28.740612229;18:25:28.740659031;
18:25:28.761413849;18:25:28.761519364;
18:25:28.780617405;18:25:28.780692906;
18:25:28.793665061;18:25:28.793746324;
18:25:28.839322428;18:25:28.839426496;
18:25:28.859906007;18:25:28.859986152;
18:25:28.870378888;18:25:28.870616961;
