15:15:22.877338651;15:15:22.895224416;
15:15:22.895299676;15:15:22.907569459;
15:15:22.907918700;15:15:22.919605238;
15:15:22.919949273;15:15:22.933027100;
15:15:22.933054804;15:15:22.943609857;
15:15:22.943630526;15:15:22.954252631;
15:15:22.954753543;15:15:22.964671858;
15:15:22.965159056;15:15:22.976365788;
15:15:22.976698098;15:15:22.987541025;
15:15:22.987966446;15:15:23.000455899;
15:15:23.000841906;15:15:23.010745806;
15:15:23.010767684;15:15:23.023736839;
15:15:23.023758089;15:15:23.035223381;
15:15:23.035299512;15:15:23.045542738;
15:15:23.045603333;15:15:23.056318644;
15:15:23.056348221;15:15:23.066056074;
15:15:23.066080559;15:15:23.074583749;
15:15:23.074607816;15:15:23.084833910;
15:15:23.084856429;15:15:23.093646236;
15:15:23.093679414;15:15:23.103723425;
