0,016495;0,000135;0,01636
0,021594;4e-05;0,021554
0,014192;7,5e-05;0,014117
0,010012;9,4e-05;0,009918
0,012547;0,000129;0,012418
0,010573;3,9e-05;0,010534
0,011011;7,5e-05;0,010936
0,012167;7e-05;0,012097
0,010721;8,5e-05;0,010636
0,01687;9,2e-05;0,016778
0,010368;0,000111;0,010257
0,010519;7,7e-05;0,010442
0,013562;0,0001;0,013462
0,010959;9e-05;0,010869
0,009321;0,000126;0,009195
0,008144;5,4e-05;0,00809
0,008725;7e-05;0,008655
0,009829;9,1e-05;0,009737999999999998
0,009259;7,2e-05;0,009187
0,011466;5,9e-05;0,011407
