0,017071;0,000142;0,016929
0,014538;5,6e-05;0,014482
0,008277;0,000137;0,00814
0,008524;4,9e-05;0,008475
0,009318;7,3e-05;0,009245
0,008428;7,1e-05;0,008357
0,009869;7,6e-05;0,009793
0,009996;6,5e-05;0,009930999999999999
0,011122;8,8e-05;0,011034
0,008556;0,000109;0,008447
0,0075;6e-05;0,0074399999999999996
0,013953;7,2e-05;0,013881000000000001
0,009175;0,000144;0,009031
0,028454;5,7e-05;0,028397
0,019209;8,7e-05;0,019122
0,00988;7e-05;0,00981
0,011151;0,000162;0,010988999999999999
0,011408;0,000101;0,011307
0,018649;6,8e-05;0,018581
0,008365;4,8e-05;0,008317
