0,09838;0,019898;0,078482
0,047957;0,00014;0,047817
0,057578;0,000115;0,057463
0,043017;0,000155;0,042862
0,03928;0,000127;0,039153
0,044264;0,000119;0,044145
0,040937;0,000158;0,040779
0,054696;0,000162;0,054534
0,061301;0,000161;0,06114
0,046721;0,000244;0,046477
0,04828;0,000118;0,048162
0,050441;0,000303;0,050138
0,052994;0,000201;0,052793
0,041131;0,000139;0,040992
0,038458;0,000126;0,038332
0,058504;0,000207;0,058297
0,056063;0,000316;0,055747000000000005
0,052103;0,000233;0,05187
0,040246;0,000107;0,040138999999999994
0,037016;0,00026;0,036756
